text_orig,text_strp_unicode,text_strp_punct
formed,formed,formed
during,during,during
the,the,the
<<number>>,<<number>>,<<number>>
century,century,century
",",",",
from,from,from
a,a,a
foundation,foundation,foundation
of,of,of
the,the,the
old,old,old
swiss,swiss,swiss
confederacy,confederacy,confederacy
in,in,in
what,what,what
is,is,is
now,now,now
central,central,central
switzerland,switzerland,switzerland
",",",",
growth,growth,growth
of,of,of
the,the,the
old,old,old
swiss,swiss,swiss
confederacy,confederacy,confederacy
to,to,to
include,include,include
the,the,the
city,city,city
of,of,of
zürich,zrich,zrich
and,and,and
berne,berne,berne
by,by,by
the,the,the
middle,middle,middle
of,of,of
the,the,the
century,century,century
.,.,
this,this,this
formed,formed,formed
a,a,a
rare,rare,rare
union,union,union
of,of,of
rural,rural,rural
and,and,and
urban,urban,urban
medieval,medieval,medieval
commune,commune,commune
",",",",
all,all,all
of,of,of
which,which,which
enjoyed,enjoyed,enjoyed
imperial,imperial,imperial
immediacy,immediacy,immediacy
in,in,in
the,the,the
holy,holy,holy
roman,roman,roman
empire,empire,empire
.,.,
this,this,this
confederation,confederation,confederation
of,of,of
eight,eight,eight
canton,canton,canton
(,(,
acht,acht,acht
orte,orte,orte
),),
wa,wa,wa
politically,politically,politically
and,and,and
militarily,militarily,militarily
successful,successful,successful
for,for,for
more,more,more
than,than,than
a,a,a
century,century,century
",",",",
culminating,culminating,culminating
in,in,in
the,the,the
burgundy,burgundy,burgundy
war,war,war
of,of,of
the,the,the
<<year>>,<<year>>,<<year>>
which,which,which
established,established,established
it,it,it
a,a,a
a,a,a
power,power,power
in,in,in
the,the,the
complicated,complicated,complicated
political,political,political
landscape,landscape,landscape
dominated,dominated,dominated
by,by,by
early,early,early
modern,modern,modern
france,france,france
and,and,and
the,the,the
habsburg,habsburg,habsburg
monarchy,monarchy,monarchy
.,.,
it,it,it
success,success,success
resulted,resulted,resulted
in,in,in
the,the,the
addition,addition,addition
of,of,of
more,more,more
confederate,confederate,confederate
",",",",
increasing,increasing,increasing
the,the,the
number,number,number
of,of,of
canton,canton,canton
to,to,to
thirteen,thirteen,thirteen
(,(,
dreizehn,dreizehn,dreizehn
orte,orte,orte
),),
by,by,by
<<year>>,<<year>>,<<year>>
.,.,
the,the,the
confederacy,confederacy,confederacy
pledged,pledged,pledged
swiss,swiss,swiss
neutrality,neutrality,neutrality
in,in,in
<<year>>,<<year>>,<<year>>
(,(,
under,under,under
the,the,the
threat,threat,threat
of,of,of
the,the,the
thirty,thirty,thirty
year,year,year
',',
war,war,war
),),
",",",",
although,although,although
many,many,many
swiss,swiss,swiss
served,served,served
privately,privately,privately
a,a,a
swiss,swiss,swiss
mercenary,mercenary,mercenary
in,in,in
the,the,the
italian,italian,italian
war,war,war
and,and,and
during,during,during
the,the,the
early,early,early
modern,modern,modern
switzerland,switzerland,switzerland
period,period,period
.,.,
after,after,after
the,the,the
swabian,swabian,swabian
war,war,war
of,of,of
<<year>>,<<year>>,<<year>>
the,the,the
confederacy,confederacy,confederacy
wa,wa,wa
a,a,a
de,de,de
facto,facto,facto
independent,independent,independent
state,state,state
throughout,throughout,throughout
the,the,the
early,early,early
modern,modern,modern
period,period,period
",",",",
although,although,although
still,still,still
nominally,nominally,nominally
part,part,part
of,of,of
the,the,the
holy,holy,holy
roman,roman,roman
empire,empire,empire
until,until,until
<<year>>,<<year>>,<<year>>
when,when,when
the,the,the
treaty,treaty,treaty
of,of,of
westphalia,westphalia,westphalia
ended,ended,ended
the,the,the
thirty,thirty,thirty
year,year,year
',',
war,war,war
.,.,
the,the,the
swiss,swiss,swiss
reformation,reformation,reformation
divided,divided,divided
the,the,the
confederate,confederate,confederate
into,into,into
reformed,reformed,reformed
and,and,and
catholic,catholic,catholic
party,party,party
",",",",
resulting,resulting,resulting
in,in,in
internal,internal,internal
conflict,conflict,conflict
from,from,from
the,the,the
<<number>>,<<number>>,<<number>>
to,to,to
the,the,the
<<number>>,<<number>>,<<number>>
century,century,century
;,;,
a,a,a
a,a,a
result,result,result
",",",",
the,the,the
federal,federal,federal
diet,diet,diet
(,(,
tagsatzung,tagsatzung,tagsatzung
),),
wa,wa,wa
often,often,often
paralysed,paralysed,paralysed
by,by,by
hostility,hostility,hostility
between,between,between
the,the,the
faction,faction,faction
.,.,
the,the,the
swiss,swiss,swiss
confederacy,confederacy,confederacy
fell,fell,fell
to,to,to
invasion,invasion,invasion
by,by,by
the,the,the
french,french,french
revolutionary,revolutionary,revolutionary
army,army,army
in,in,in
<<year>>,<<year>>,<<year>>
",",",",
after,after,after
which,which,which
it,it,it
became,became,became
the,the,the
short-lived,short-lived,shortlived
helvetic,helvetic,helvetic
republic,republic,republic
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
name,name,name
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
the,the,the
adjective,adjective,adjective
``,``,
old,old,old
'','',
wa,wa,wa
introduced,introduced,introduced
after,after,after
the,the,the
napoleonic,napoleonic,napoleonic
era,era,era
with,with,with
ancien,ancien,ancien
régime,rgime,rgime
of,of,of
switzerland,switzerland,switzerland
italic=yes,italic=yes,italicyes
",",",",
retronym,retronym,retronym
distinguishing,distinguishing,distinguishing
the,the,the
pre-napoleonic,pre-napoleonic,prenapoleonic
from,from,from
the,the,the
restoration,restoration,restoration
and,and,and
regeneration,regeneration,regeneration
(,(,
switzerland,switzerland,switzerland
),),
confederation,confederation,confederation
.,.,
during,during,during
it,it,it
existence,existence,existence
the,the,the
confederacy,confederacy,confederacy
wa,wa,wa
known,known,known
a,a,a
eidgenossenschaft,eidgenossenschaft,eidgenossenschaft
italic=yes,italic=yes,italicyes
or,or,or
eydtgnoschafft,eydtgnoschafft,eydtgnoschafft
italic=yes,italic=yes,italicyes
(,(,
``,``,
oath,oath,oath
fellowship,fellowship,fellowship
'','',
),),
",",",",
in,in,in
reference,reference,reference
to,to,to
treaty,treaty,treaty
among,among,among
canton,canton,canton
;,;,
this,this,this
term,term,term
wa,wa,wa
first,first,first
used,used,used
in,in,in
the,the,the
<<year>>,<<year>>,<<year>>
pfaffenbrief,pfaffenbrief,pfaffenbrief
italic=yes,italic=yes,italicyes
.,.,
territory,territory,territory
of,of,of
the,the,the
confederacy,confederacy,confederacy
came,came,came
to,to,to
be,be,be
known,known,known
collectively,collectively,collectively
a,a,a
schweiz,schweiz,schweiz
or,or,or
schweizerland,schweizerland,schweizerland
(,(,
schwytzerland,schwytzerland,schwytzerland
in,in,in
contemporary,contemporary,contemporary
spelling,spelling,spelling
),),
",",",",
with,with,with
the,the,the
english,english,english
:,:,
wikt,wikt,wikt
:,:,
switzerland,switzerland,switzerland
beginning,beginning,beginning
during,during,during
the,the,the
mid-16th,mid-16th,mid16th
century,century,century
.,.,
from,from,from
that,that,that
time,time,time
the,the,the
confederacy,confederacy,confederacy
wa,wa,wa
seen,seen,seen
a,a,a
a,a,a
single,single,single
state,state,state
",",",",
also,also,also
known,known,known
a,a,a
the,the,the
swiss,swiss,swiss
republic,republic,republic
(,(,
republic,republic,republic
der,der,der
schweitzer,schweitzer,schweitzer
italic=yes,italic=yes,italicyes
",",",",
république,rpublique,rpublique
de,de,de
suisse,suisse,suisse
italic=yes,italic=yes,italicyes
and,and,and
republica,republica,republica
helvetiorum,helvetiorum,helvetiorum
italic=yes,italic=yes,italicyes
by,by,by
josias,josias,josias
simmler,simmler,simmler
in,in,in
<<year>>,<<year>>,<<year>>
),),
after,after,after
the,the,the
fashion,fashion,fashion
of,of,of
calling,calling,calling
individual,individual,individual
urban,urban,urban
canton,canton,canton
classical,classical,classical
republicanism,republicanism,republicanism
(,(,
such,such,such
a,a,a
the,the,the
republic,republic,republic
of,of,of
republic,republic,republic
of,of,of
zürich,zrich,zrich
",",",",
republic,republic,republic
of,of,of
berne,berne,berne
and,and,and
republic,republic,republic
of,of,of
basel,basel,basel
),),
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
history,history,history
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
foundation,foundation,foundation
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
the,the,the
nucleus,nucleus,nucleus
of,of,of
the,the,the
old,old,old
swiss,swiss,swiss
confederacy,confederacy,confederacy
wa,wa,wa
an,an,an
alliance,alliance,alliance
among,among,among
the,the,the
valley,valley,valley
community,community,community
of,of,of
the,the,the
swiss,swiss,swiss
alp,alp,alp
to,to,to
facilitate,facilitate,facilitate
management,management,management
of,of,of
common,common,common
interest,interest,interest
(,(,
such,such,such
a,a,a
trade,trade,trade
),),
and,and,and
ensure,ensure,ensure
peace,peace,peace
along,along,along
trade,trade,trade
route,route,route
through,through,through
the,the,the
mountain,mountain,mountain
.,.,
the,the,the
foundation,foundation,foundation
of,of,of
the,the,the
confederacy,confederacy,confederacy
is,is,is
marked,marked,marked
by,by,by
the,the,the
rütlischwur,rtlischwur,rtlischwur
(,(,
dated,dated,dated
to,to,to
<<year>>,<<year>>,<<year>>
by,by,by
aegidius,aegidius,aegidius
tschudi,tschudi,tschudi
),),
or,or,or
the,the,the
<<year>>,<<year>>,<<year>>
pact,pact,pact
of,of,of
brunnen,brunnen,brunnen
.,.,
since,since,since
<<year>>,<<year>>,<<year>>
",",",",
the,the,the
federal,federal,federal
charter,charter,charter
of,of,of
<<year>>,<<year>>,<<year>>
among,among,among
the,the,the
medieval,medieval,medieval
commune,commune,commune
of,of,of
canton,canton,canton
of,of,of
uri,uri,uri
",",",",
canton,canton,canton
of,of,of
schwyz,schwyz,schwyz
",",",",
and,and,and
unterwalden,unterwalden,unterwalden
ha,ha,ha
been,been,been
considered,considered,considered
the,the,the
founding,founding,founding
document,document,document
of,of,of
the,the,the
confederacy,confederacy,confederacy
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
expansion,expansion,expansion
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
the,the,the
initial,initial,initial
pact,pact,pact
wa,wa,wa
augmented,augmented,augmented
by,by,by
pact,pact,pact
with,with,with
the,the,the
city,city,city
of,of,of
lucerne,lucerne,lucerne
",",",",
zürich,zrich,zrich
",",",",
and,and,and
berne,berne,berne
.,.,
this,this,this
union,union,union
of,of,of
rural,rural,rural
and,and,and
urban,urban,urban
commune,commune,commune
",",",",
which,which,which
enjoyed,enjoyed,enjoyed
the,the,the
status,status,status
of,of,of
imperial,imperial,imperial
immediacy,immediacy,immediacy
within,within,within
the,the,the
holy,holy,holy
roman,roman,roman
empire,empire,empire
",",",",
wa,wa,wa
engendered,engendered,engendered
by,by,by
pressure,pressure,pressure
from,from,from
habsburg,habsburg,habsburg
duke,duke,duke
and,and,and
king,king,king
who,who,who
had,had,had
ruled,ruled,ruled
much,much,much
of,of,of
the,the,the
land,land,land
.,.,
in,in,in
several,several,several
battle,battle,battle
with,with,with
habsburg,habsburg,habsburg
army,army,army
",",",",
the,the,the
swiss,swiss,swiss
were,were,were
victorious,victorious,victorious
;,;,
they,they,they
conquered,conquered,conquered
the,the,the
rural,rural,rural
area,area,area
of,of,of
glarus,glarus,glarus
and,and,and
zug,zug,zug
",",",",
which,which,which
became,became,became
member,member,member
of,of,of
the,the,the
confederacy,confederacy,confederacy
.,.,
from,from,from
<<year>>,<<year>>,<<year>>
to,to,to
<<year>>,<<year>>,<<year>>
",",",",
the,the,the
federation,federation,federation
of,of,of
eight,eight,eight
canton,canton,canton
of,of,of
switzerland—known,switzerlandknown,switzerlandknown
in,in,in
german,german,german
a,a,a
the,the,the
acht,acht,acht
orte,orte,orte
(,(,
eight,eight,eight
canton,canton,canton
),),
—consolidated,consolidated,consolidated
it,it,it
position,position,position
.,.,
the,the,the
member,member,member
(,(,
especially,especially,especially
the,the,the
city,city,city
),),
enlarged,enlarged,enlarged
their,their,their
territory,territory,territory
at,at,at
the,the,the
expense,expense,expense
of,of,of
local,local,local
counts—primarily,countsprimarily,countsprimarily
by,by,by
buying,buying,buying
judicial,judicial,judicial
right,right,right
",",",",
but,but,but
sometimes,sometimes,sometimes
by,by,by
force,force,force
.,.,
the,the,the
eidgenossenschaft,eidgenossenschaft,eidgenossenschaft
",",",",
a,a,a
a,a,a
whole,whole,whole
",",",",
expanded,expanded,expanded
through,through,through
military,military,military
conquest,conquest,conquest
:,:,
the,the,the
aargau,aargau,aargau
wa,wa,wa
conquered,conquered,conquered
in,in,in
<<year>>,<<year>>,<<year>>
and,and,and
the,the,the
thurgau,thurgau,thurgau
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
in,in,in
both,both,both
case,case,case
",",",",
the,the,the
swiss,swiss,swiss
profited,profited,profited
from,from,from
weakness,weakness,weakness
in,in,in
the,the,the
habsburg,habsburg,habsburg
duke,duke,duke
.,.,
in,in,in
the,the,the
south,south,south
",",",",
uri,uri,uri
led,led,led
a,a,a
military,military,military
territorial,territorial,territorial
expansion,expansion,expansion
that,that,that
(,(,
after,after,after
many,many,many
setback,setback,setback
),),
would,would,would
by,by,by
<<year>>,<<year>>,<<year>>
lead,lead,lead
to,to,to
the,the,the
conquest,conquest,conquest
of,of,of
the,the,the
ticino,ticino,ticino
.,.,
none,none,none
of,of,of
these,these,these
territory,territory,territory
became,became,became
member,member,member
of,of,of
the,the,the
confederacy,confederacy,confederacy
;,;,
they,they,they
had,had,had
the,the,the
status,status,status
of,of,of
condominium,condominium,condominium
(,(,
international,international,international
law,law,law
),),
(,(,
region,region,region
administered,administered,administered
by,by,by
several,several,several
canton,canton,canton
),),
.,.,
at,at,at
this,this,this
time,time,time
",",",",
the,the,the
eight,eight,eight
canton,canton,canton
gradually,gradually,gradually
increased,increased,increased
their,their,their
influence,influence,influence
on,on,on
neighbouring,neighbouring,neighbouring
city,city,city
and,and,and
region,region,region
through,through,through
additional,additional,additional
alliance,alliance,alliance
.,.,
individual,individual,individual
canton,canton,canton
concluded,concluded,concluded
pact,pact,pact
with,with,with
fribourg,fribourg,fribourg
",",",",
appenzell,appenzell,appenzell
",",",",
schaffhausen,schaffhausen,schaffhausen
",",",",
the,the,the
abbot,abbot,abbot
and,and,and
the,the,the
city,city,city
of,of,of
st.,st.,st
gallen,gallen,gallen
",",",",
biel,biel,biel
",",",",
rottweil,rottweil,rottweil
",",",",
mulhouse,mulhouse,mulhouse
and,and,and
others,others,others
.,.,
these,these,these
ally,ally,ally
(,(,
known,known,known
a,a,a
the,the,the
zugewandte,zugewandte,zugewandte
orte,orte,orte
),),
became,became,became
closely,closely,closely
associated,associated,associated
with,with,with
the,the,the
confederacy,confederacy,confederacy
",",",",
but,but,but
were,were,were
not,not,not
accepted,accepted,accepted
a,a,a
full,full,full
member,member,member
.,.,
the,the,the
burgundy,burgundy,burgundy
war,war,war
prompted,prompted,prompted
a,a,a
further,further,further
enlargement,enlargement,enlargement
of,of,of
the,the,the
confederacy,confederacy,confederacy
;,;,
fribourg,fribourg,fribourg
and,and,and
solothurn,solothurn,solothurn
were,were,were
accepted,accepted,accepted
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
in,in,in
the,the,the
swabian,swabian,swabian
war,war,war
against,against,against
holy,holy,holy
roman,roman,roman
emperor,emperor,emperor
maximilian,maximilian,maximilian
i,i,i
",",",",
holy,holy,holy
roman,roman,roman
emperor,emperor,emperor
",",",",
the,the,the
swiss,swiss,swiss
were,were,were
victorious,victorious,victorious
and,and,and
exempted,exempted,exempted
from,from,from
imperial,imperial,imperial
legislation,legislation,legislation
.,.,
the,the,the
associated,associated,associated
city,city,city
of,of,of
canton,canton,canton
of,of,of
basel,basel,basel
and,and,and
canton,canton,canton
of,of,of
schaffhausen,schaffhausen,schaffhausen
joined,joined,joined
the,the,the
confederacy,confederacy,confederacy
a,a,a
a,a,a
result,result,result
of,of,of
that,that,that
conflict,conflict,conflict
",",",",
and,and,and
appenzell,appenzell,appenzell
followed,followed,followed
suit,suit,suit
in,in,in
<<year>>,<<year>>,<<year>>
a,a,a
the,the,the
thirteenth,thirteenth,thirteenth
member,member,member
.,.,
the,the,the
federation,federation,federation
of,of,of
thirteen,thirteen,thirteen
canton,canton,canton
(,(,
dreizehn,dreizehn,dreizehn
orte,orte,orte
),),
constituted,constituted,constituted
the,the,the
old,old,old
swiss,swiss,swiss
confederacy,confederacy,confederacy
until,until,until
it,it,it
demise,demise,demise
in,in,in
<<year>>,<<year>>,<<year>>
.,.,
the,the,the
expansion,expansion,expansion
of,of,of
the,the,the
confederacy,confederacy,confederacy
wa,wa,wa
stopped,stopped,stopped
by,by,by
the,the,the
swiss,swiss,swiss
defeat,defeat,defeat
in,in,in
the,the,the
<<year>>,<<year>>,<<year>>
battle,battle,battle
of,of,of
marignano,marignano,marignano
.,.,
only,only,only
berne,berne,berne
and,and,and
fribourg,fribourg,fribourg
were,were,were
still,still,still
able,able,able
to,to,to
conquer,conquer,conquer
the,the,the
vaud,vaud,vaud
in,in,in
<<year>>,<<year>>,<<year>>
;,;,
the,the,the
latter,latter,latter
primarily,primarily,primarily
became,became,became
part,part,part
of,of,of
the,the,the
canton,canton,canton
of,of,of
berne,berne,berne
",",",",
with,with,with
a,a,a
small,small,small
portion,portion,portion
under,under,under
the,the,the
jurisdiction,jurisdiction,jurisdiction
of,of,of
fribourg,fribourg,fribourg
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
reformation,reformation,reformation
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
the,the,the
reformation,reformation,reformation
in,in,in
switzerland,switzerland,switzerland
led,led,led
to,to,to
doctrinal,doctrinal,doctrinal
division,division,division
amongst,amongst,amongst
the,the,the
canton,canton,canton
.,.,
zürich,zrich,zrich
",",",",
berne,berne,berne
",",",",
basel,basel,basel
",",",",
schaffhausen,schaffhausen,schaffhausen
